name,age,country,policytype,policytier,sumsssured,smokerdrinker,numdiseases,diseases,annualpremium,priceofvehicle,ageofvehicle,typeofvehicle,propertyvalue,propertyage,propertytype,propertysize,destinationcountry,tripdurationdays,existingmedicalcondition,healthcoverage,baggagecoverage,tripcancellationcoverage,accidentcoverage,trippremium
Dennis Becker,18,India,Health,Gold,4391474,Yes,3,"Thyroid, Asthma, Heart Condition",61480,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
John Thompson,34,India,Health,Gold,4310724,Yes,1,Hypertension,58194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kimberly Bauer,42,India,Health,Gold,4994030,No,4,"Thyroid, Hypertension, Asthma, Heart Condition",72413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Donald Rios,20,India,Health,Gold,4719628,Yes,2,"Heart Condition, Diabetes",66074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Anne Mendez,39,India,Health,Gold,4081131,Yes,0,None,42851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Deanna Smith,53,India,Health,Gold,3951562,Yes,3,"Heart Condition, Diabetes, Thyroid",61249,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jessica Bernard,49,India,Health,Gold,4900284,No,3,"Diabetes, Thyroid, Asthma",71054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Heather Martinez,36,India,Health,Gold,4261193,No,0,None,42611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Turner,50,India,Health,Gold,3662466,No,3,"Thyroid, Hypertension, Asthma",53105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joshua Savage,22,India,Health,Gold,3691527,Yes,3,"Asthma, Thyroid, Heart Condition",51681,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brandi Mcbride,33,India,Health,Gold,4507078,No,1,Heart Condition,58592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kathryn Collins,58,India,Health,Gold,3883481,Yes,1,Diabetes,58252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jillian Haney,34,India,Health,Gold,4963526,Yes,1,Hypertension,67007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sheryl Hansen DVM,54,India,Health,Gold,4430066,Yes,0,None,53160,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Eric Gilbert,22,India,Health,Gold,4167086,No,4,"Asthma, Diabetes, Thyroid, Heart Condition",56255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brooke Smith,40,India,Health,Gold,4640004,Yes,2,"Asthma, Hypertension",69600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Karen Chapman,31,India,Health,Gold,4840131,No,2,"Asthma, Heart Condition",65341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Christian Gates,27,India,Health,Gold,3564768,Yes,2,"Asthma, Diabetes",49906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Juan Webster,47,India,Health,Gold,3914746,Yes,0,None,45019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alan Jordan,58,India,Health,Gold,4945997,No,1,Heart Condition,71716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joshua Macias,50,India,Health,Gold,4483942,No,3,"Heart Condition, Hypertension, Asthma",65017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michael Bridges,31,India,Health,Gold,4904373,Yes,3,"Hypertension, Thyroid, Heart Condition",68661,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Troy Williams,36,India,Health,Gold,4472230,Yes,4,"Hypertension, Asthma, Thyroid, Diabetes",62611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Casey White,26,India,Health,Gold,4614620,No,0,None,46146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tracey Davis,50,India,Health,Gold,4622511,Yes,0,None,53158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joshua Campbell,22,India,Health,Gold,3622820,No,0,None,36228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ryan Daniels,30,India,Health,Gold,3814724,No,4,"Thyroid, Heart Condition, Diabetes, Asthma",51498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lauren Ellis,53,India,Health,Gold,4643553,No,2,"Hypertension, Diabetes",69653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jay Martin DVM,20,India,Health,Gold,3541664,Yes,0,None,37187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ashley Ponce,39,India,Health,Gold,3699939,No,4,"Hypertension, Heart Condition, Diabetes, Thyroid",49949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dana Rodriguez,55,India,Health,Gold,4462595,No,0,None,51319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Scott Snyder,57,India,Health,Gold,3555847,Yes,4,"Hypertension, Diabetes, Asthma, Thyroid",55115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jonathan Nguyen,52,India,Health,Gold,4352648,Yes,4,"Asthma, Thyroid, Hypertension, Heart Condition",67466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sandy Luna,44,India,Health,Gold,3937905,Yes,1,Hypertension,57099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Catherine Barton,59,India,Health,Gold,3751746,Yes,3,"Hypertension, Asthma, Diabetes",58152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brittany Long,53,India,Health,Gold,3635113,No,2,"Diabetes, Heart Condition",54526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Gerald Benson,43,India,Health,Gold,4830720,No,0,None,53137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dr. Jeanette Hudson,26,India,Health,Gold,4816579,No,1,Heart Condition,62615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tammy Soto,46,India,Health,Gold,4587320,Yes,2,"Heart Condition, Thyroid",68809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lindsay Thomas,37,India,Health,Gold,4008211,No,4,"Hypertension, Heart Condition, Thyroid, Diabetes",54110,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dakota Rice,19,India,Health,Gold,3692568,Yes,1,Thyroid,49849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stephen Duncan,48,India,Health,Gold,4923564,Yes,3,"Hypertension, Asthma, Heart Condition",73853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Timothy Moyer,56,India,Health,Gold,3515670,Yes,1,Heart Condition,52735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Travis Liu,45,India,Health,Gold,4740051,Yes,1,Hypertension,68730,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michelle Smith,21,India,Health,Gold,4687327,Yes,3,"Diabetes, Heart Condition, Thyroid",65622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Amanda Reese,18,India,Health,Gold,3611957,Yes,4,"Heart Condition, Thyroid, Asthma, Diabetes",50567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lindsay Peterson,34,India,Health,Gold,3675502,Yes,2,"Thyroid, Asthma",51457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Laura Cook,54,India,Health,Gold,3627848,No,2,"Heart Condition, Thyroid",54417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alvin Stephenson,56,India,Health,Gold,3802871,Yes,0,None,45634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Luis Shepherd,21,India,Health,Gold,4782598,Yes,1,Thyroid,64565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kelly Brown,47,India,Health,Gold,4360918,No,0,None,47970,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Christopher Oconnor,44,India,Health,Gold,3642762,Yes,2,"Thyroid, Diabetes",54641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Casey Johnson,35,India,Health,Gold,4706921,Yes,1,Diabetes,63543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
John Powell,29,India,Health,Gold,4839730,Yes,2,"Diabetes, Heart Condition",67756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Drew Swanson,22,India,Health,Gold,4745088,No,1,Diabetes,61686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mary Lopez DDS,40,India,Health,Gold,3914467,Yes,4,"Diabetes, Heart Condition, Thyroid, Asthma",58717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Matthew Martin,55,India,Health,Gold,3846889,No,2,"Heart Condition, Thyroid",57703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Nicholas Ewing,57,India,Health,Gold,4422289,Yes,1,Diabetes,66334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
William Keith,56,India,Health,Gold,3980000,Yes,4,"Diabetes, Thyroid, Asthma, Hypertension",61690,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alexandra Pierce,40,India,Health,Gold,4753452,Yes,3,"Hypertension, Asthma, Heart Condition",71301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Anthony Bass,56,India,Health,Gold,3878201,No,1,Thyroid,56233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Joshua Stewart,22,India,Health,Gold,3991761,No,3,"Diabetes, Asthma, Hypertension",53888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Anthony Adams,48,India,Health,Gold,3936869,No,0,None,43305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Deborah Ellis,49,India,Health,Gold,4612689,Yes,3,"Thyroid, Diabetes, Heart Condition",69190,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Amy Tran,21,India,Health,Gold,4036641,Yes,3,"Diabetes, Heart Condition, Asthma",56512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Vicki Lane,37,India,Health,Gold,4270631,Yes,0,None,44841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Caroline Walters,19,India,Health,Gold,4833515,Yes,2,"Heart Condition, Diabetes",67669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kathleen Gray,50,India,Health,Gold,4618869,Yes,0,None,53116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ronald Taylor,28,India,Health,Gold,4157158,No,0,None,41571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Andrew White,53,India,Health,Gold,4816712,Yes,0,None,57800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
David Morales,60,India,Health,Gold,4793345,No,1,Heart Condition,69503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Travis Koch,58,India,Health,Gold,3985316,No,1,Thyroid,57787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Rebecca Madden,22,India,Health,Gold,4000493,Yes,2,"Asthma, Heart Condition",56006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Russell White,49,India,Health,Gold,4980499,Yes,2,"Heart Condition, Diabetes",74707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kenneth Robinson,41,India,Health,Gold,4554867,No,4,"Thyroid, Diabetes, Heart Condition, Asthma",66045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Amy Pittman,37,India,Health,Gold,3632048,Yes,3,"Heart Condition, Thyroid, Hypertension",50848,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
David Munoz,57,India,Health,Gold,3657974,Yes,2,"Hypertension, Diabetes",56698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Madison Miller,31,India,Health,Gold,4543154,No,4,"Thyroid, Hypertension, Asthma, Diabetes",61332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
William Rich,32,India,Health,Gold,4672766,Yes,2,"Heart Condition, Thyroid",65418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Angela Mcdonald,44,India,Health,Gold,3742087,Yes,2,"Asthma, Diabetes",56131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alexander Allen PhD,48,India,Health,Gold,4770748,Yes,4,"Diabetes, Heart Condition, Thyroid, Hypertension",71561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Christopher Hill,36,India,Health,Gold,4219274,Yes,4,"Thyroid, Heart Condition, Hypertension, Diabetes",59069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Rebecca Banks,18,India,Health,Gold,4280368,No,3,"Hypertension, Asthma, Diabetes",57784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kirk Williams,54,India,Health,Gold,4190381,No,0,None,48189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lisa Hansen,53,India,Health,Gold,4080281,No,3,"Hypertension, Thyroid, Asthma",61204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dustin Fleming,60,India,Health,Gold,3502578,Yes,3,"Heart Condition, Diabetes, Asthma",54289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mrs. Melissa Gibbs,59,India,Health,Gold,3885866,Yes,3,"Diabetes, Thyroid, Heart Condition",60230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brett Brown,45,India,Health,Gold,3951050,No,2,"Hypertension, Diabetes",57290,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kristin Wright,55,India,Health,Gold,4622805,No,2,"Diabetes, Heart Condition",69342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Claudia Gonzalez,50,India,Health,Gold,3933809,No,1,Diabetes,55073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
James Reyes MD,23,India,Health,Gold,4990185,No,4,"Heart Condition, Thyroid, Asthma, Hypertension",67367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Becky Ortiz,38,India,Health,Gold,4264224,Yes,3,"Asthma, Diabetes, Hypertension",59699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Frank Robles,21,India,Health,Gold,3947001,Yes,2,"Diabetes, Hypertension",55258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Karen Peters,25,India,Health,Gold,4890307,Yes,4,"Thyroid, Diabetes, Hypertension, Heart Condition",68464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Mary Vargas,42,India,Health,Gold,4562414,Yes,4,"Diabetes, Hypertension, Thyroid, Asthma",68436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Catherine Quinn,47,India,Health,Gold,3507911,No,1,Asthma,49110,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Cheryl Gill,40,India,Health,Gold,4116720,Yes,3,"Diabetes, Hypertension, Asthma",61750,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Casey Lloyd,47,India,Health,Gold,3530833,No,0,None,38839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Haley Soto,18,India,Health,Gold,4907919,Yes,4,"Thyroid, Heart Condition, Asthma, Hypertension",68710,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Troy Parks,19,India,Health,Gold,3867298,No,4,"Asthma, Heart Condition, Diabetes, Hypertension",52208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kimberly Lewis,57,India,Health,Gold,4472287,No,3,"Diabetes, Heart Condition, Thyroid",67084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Randy Young,55,India,Health,Gold,3879275,No,4,"Asthma, Thyroid, Heart Condition, Hypertension",58189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Christopher Love,22,India,Health,Gold,4536999,Yes,3,"Heart Condition, Diabetes, Thyroid",63517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Daniel Cox,59,India,Health,Gold,3640846,No,1,Thyroid,52792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Christine Brown,30,India,Health,Gold,3709236,Yes,0,None,38946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jonathan Morales,52,India,Health,Gold,4498702,Yes,4,"Thyroid, Asthma, Hypertension, Heart Condition",69729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Todd Collins,20,India,Health,Gold,4934121,Yes,3,"Heart Condition, Asthma, Hypertension",69077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Patricia Wilson,41,India,Health,Gold,4092748,Yes,0,None,47066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Brenda Simmons,50,India,Health,Gold,3839409,Yes,2,"Heart Condition, Diabetes",57591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Shannon Foster,40,India,Health,Gold,4143138,No,0,None,45574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Zachary Lynch,53,India,Health,Gold,3981942,Yes,0,None,47783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Shannon Medina,24,India,Health,Gold,3623550,No,4,"Thyroid, Asthma, Heart Condition, Diabetes",48917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Paul Snyder,56,India,Health,Gold,4830942,No,1,Hypertension,70048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lisa Castaneda,44,India,Health,Gold,3598701,Yes,4,"Heart Condition, Thyroid, Hypertension, Diabetes",53980,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Debbie Zimmerman,36,India,Health,Gold,4239784,No,1,Diabetes,55117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Earl Smith,19,India,Health,Gold,4719164,Yes,1,Asthma,63708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Elijah Flores,60,India,Health,Gold,3684639,No,3,"Diabetes, Asthma, Thyroid",55269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jeffery Burgess,53,India,Health,Gold,4690298,Yes,1,Thyroid,70354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lori Robinson,52,India,Health,Gold,4959552,No,0,None,57034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Michelle Rivera,41,India,Health,Gold,4662648,Yes,3,"Diabetes, Heart Condition, Asthma",69939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lisa Martin,38,India,Health,Gold,4101972,No,1,Hypertension,53325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Tammy Bennett,37,India,Health,Gold,4992990,Yes,1,Heart Condition,67405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Timothy Patterson,58,India,Health,Gold,3545459,No,1,Thyroid,51409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Francisco Collins,20,India,Health,Gold,4229246,No,1,Heart Condition,54980,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Ruben Perry,43,India,Health,Gold,4130541,No,4,"Asthma, Diabetes, Heart Condition, Hypertension",59892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Timothy Young,58,India,Health,Gold,4772642,No,2,"Asthma, Hypertension",71589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Matthew Smith,56,India,Health,Gold,4530305,Yes,4,"Thyroid, Hypertension, Diabetes, Heart Condition",70219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Jennifer Fuentes,21,India,Health,Gold,3884585,No,0,None,38845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Stephen Rios PhD,57,India,Health,Gold,4279656,No,1,Hypertension,62055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Andrew Johnson,48,India,Health,Gold,3965165,No,0,None,43616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Adam Stephens,29,India,Health,Gold,3735633,Yes,2,"Heart Condition, Diabetes",52298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Angela Chavez,36,India,Health,Gold,4458301,No,2,"Heart Condition, Asthma",60187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
