name,age,country,policytype,policytier,sumassured,smokerdrinker,numdiseases,diseases,annualpremium,priceofvehicle,ageofvehicle,typeofvehicle,propertyvalue,propertyage,propertytype,propertysize,destinationcountry,tripdurationdays,existingmedicalcondition,healthcoverage,baggagecoverage,tripcancellationcoverage,accidentcoverage,trippremium
sarah hodge,42,india,health,gold,4086008.0,no,2.0,"heart condition, thyroid",59247.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
cynthia keller,57,india,health,gold,4726477.0,no,1.0,hypertension,68533.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kelsey hendricks,24,india,health,gold,4278768.0,no,4.0,"diabetes, hypertension, thyroid, asthma",57763.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
laura francis dvm,45,india,health,gold,3813931.0,yes,4.0,"hypertension, thyroid, heart condition, asthma",57208.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
gregory mccann,59,india,health,gold,3733631.0,no,1.0,diabetes,54137.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
matthew delgado,23,india,health,gold,4264067.0,yes,0.0,nan,44772.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
edwin greene,49,india,health,gold,3979027.0,no,1.0,heart condition,55706.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
ronald chan,50,india,health,gold,4963826.0,yes,4.0,"diabetes, asthma, heart condition, thyroid",74457.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jeffrey green,34,india,health,gold,3873902.0,yes,4.0,"hypertension, asthma, diabetes, thyroid",54234.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
sue mendez,21,india,health,gold,4686442.0,no,4.0,"diabetes, hypertension, heart condition, thyroid",63266.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
andrew love,56,india,health,gold,4462612.0,no,0.0,nan,51320.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
dr. michael phillips,60,india,health,gold,4553277.0,no,0.0,nan,52362.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
ralph griffin jr.,19,india,health,gold,3915920.0,no,0.0,nan,39159.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
aaron price,53,india,health,gold,4283478.0,yes,3.0,"diabetes, asthma, thyroid",66393.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
lauren jordan,57,india,health,gold,3973591.0,yes,0.0,nan,47683.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
robert stewart,59,india,health,gold,4008328.0,no,4.0,"thyroid, hypertension, asthma, heart condition",60124.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
paige allison,41,india,health,gold,4535455.0,no,0.0,nan,49890.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
rose long,60,india,health,gold,4466411.0,yes,4.0,"thyroid, hypertension, heart condition, diabetes",69229.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
james sanchez,46,india,health,gold,4436395.0,yes,1.0,asthma,64327.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
matthew banks,41,india,health,gold,4771340.0,no,1.0,heart condition,66798.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jasmin newton,29,india,health,gold,4923578.0,no,0.0,nan,49235.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
michael gay,20,india,health,gold,3918642.0,yes,1.0,heart condition,52901.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jared byrd,59,india,health,gold,4549625.0,yes,2.0,"heart condition, thyroid",70519.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
angela ramirez,60,india,health,gold,4620707.0,no,1.0,hypertension,67000.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
brenda butler,31,india,health,gold,4677658.0,yes,3.0,"asthma, hypertension, diabetes",65487.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
bryan mahoney,37,india,health,gold,4429097.0,yes,2.0,"asthma, thyroid",62007.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
brittney downs,40,india,health,gold,3804156.0,no,0.0,nan,41845.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
raymond king,28,india,health,gold,4717140.0,no,4.0,"heart condition, asthma, diabetes, hypertension",63681.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
joshua brown,34,india,health,gold,4634754.0,yes,4.0,"diabetes, asthma, thyroid, heart condition",64886.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
michael garcia,51,india,health,gold,4705541.0,yes,2.0,"hypertension, asthma",72935.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
donald mills,31,india,health,gold,3627890.0,yes,2.0,"asthma, thyroid",50790.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
dawn santiago,60,india,health,gold,4198173.0,no,0.0,nan,48278.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
thomas mata,47,india,health,gold,4470997.0,no,4.0,"thyroid, asthma, heart condition, hypertension",64829.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
elizabeth davis,49,india,health,gold,4838508.0,no,1.0,hypertension,67739.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
mary waters,22,india,health,gold,3502072.0,yes,4.0,"thyroid, heart condition, hypertension, asthma",49029.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
brandy johnson,46,india,health,gold,4882106.0,yes,1.0,thyroid,70790.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kelly adkins,18,india,health,gold,4637121.0,yes,4.0,"thyroid, asthma, heart condition, diabetes",64919.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
erika stafford,42,india,health,gold,3997247.0,yes,4.0,"hypertension, diabetes, asthma, thyroid",59958.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
randall vaughn,20,india,health,gold,4338271.0,yes,4.0,"thyroid, asthma, heart condition, diabetes",60735.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jason morales,59,india,health,gold,4077924.0,yes,1.0,heart condition,61168.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
madeline benson,31,india,health,gold,3706567.0,no,0.0,nan,37065.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kenneth morgan,57,india,health,gold,3823130.0,no,1.0,hypertension,55435.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
eddie golden,28,india,health,gold,4577152.0,no,4.0,"asthma, thyroid, hypertension, heart condition",61791.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
joseph castaneda,48,india,health,gold,4754632.0,yes,2.0,"diabetes, thyroid",71319.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
robert weiss,33,india,health,gold,4881593.0,yes,4.0,"asthma, thyroid, heart condition, diabetes",68342.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
gwendolyn gay,37,india,health,gold,4480406.0,yes,4.0,"asthma, hypertension, heart condition, thyroid",62725.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
tiffany larson,53,india,health,gold,3625693.0,yes,3.0,"diabetes, heart condition, hypertension",56198.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
daniel harris,36,india,health,gold,4297282.0,no,0.0,nan,42972.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
patricia kaiser,58,india,health,gold,3701432.0,yes,0.0,nan,44417.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
scott acosta,59,india,health,gold,4951405.0,yes,3.0,"hypertension, thyroid, heart condition",76746.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
anne martinez,44,india,health,gold,4392395.0,yes,2.0,"heart condition, asthma",65885.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
donna rodriguez,41,india,health,gold,4435745.0,no,0.0,nan,48793.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
sandy bowers,46,india,health,gold,3862159.0,yes,0.0,nan,44414.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
randall larson,19,india,health,gold,4869154.0,yes,1.0,heart condition,65733.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
darlene garrett,20,india,health,gold,4244034.0,no,2.0,"asthma, diabetes",57294.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
joseph mullins,44,india,health,gold,3815339.0,no,1.0,hypertension,53414.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
todd lynch,34,india,health,gold,4095449.0,no,1.0,heart condition,53240.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kevin small,36,india,health,gold,4161998.0,no,4.0,"asthma, diabetes, thyroid, hypertension",56186.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
stephanie pruitt,43,india,health,gold,3500307.0,yes,3.0,"heart condition, diabetes, thyroid",52504.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
andrew herring,37,india,health,gold,4501397.0,yes,0.0,nan,47264.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
alec harris,60,india,health,gold,4845041.0,yes,1.0,hypertension,72675.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
stephanie hoover,43,india,health,gold,4269450.0,no,0.0,nan,46963.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
courtney huffman,39,india,health,gold,4324314.0,yes,4.0,"hypertension, diabetes, thyroid, asthma",60540.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jeffrey johnson,36,india,health,gold,3542046.0,yes,1.0,thyroid,47817.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
stephanie hernandez,29,india,health,gold,4811685.0,yes,3.0,"hypertension, asthma, thyroid",67363.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
terri lewis,49,india,health,gold,3998886.0,yes,0.0,nan,45987.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
pamela martinez,33,india,health,gold,4746933.0,yes,4.0,"heart condition, diabetes, hypertension, asthma",66457.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
elizabeth rich,59,india,health,gold,4579024.0,yes,2.0,"hypertension, thyroid",70974.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jodi king,57,india,health,gold,3575412.0,yes,1.0,thyroid,53631.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
connie gray,56,india,health,gold,4907585.0,no,0.0,nan,56437.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
russell rodriguez,19,india,health,gold,3588854.0,yes,4.0,"asthma, heart condition, diabetes, thyroid",50243.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
dustin silva,60,india,health,gold,3972391.0,no,1.0,heart condition,57599.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
taylor serrano,36,india,health,gold,4917268.0,no,3.0,"asthma, diabetes, hypertension",66383.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jessica miller,54,india,health,gold,4834522.0,no,0.0,nan,55597.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
caitlin trevino,21,india,health,gold,4543186.0,no,3.0,"heart condition, diabetes, thyroid",61333.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
tiffany perez,31,india,health,gold,4692000.0,no,3.0,"asthma, heart condition, thyroid",63342.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
catherine ball,39,india,health,gold,3760719.0,yes,0.0,nan,39487.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
courtney mccann,22,india,health,gold,4977938.0,no,2.0,"hypertension, diabetes",67202.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
joseph fitzpatrick,37,india,health,gold,4553321.0,no,2.0,"heart condition, thyroid",61469.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
ms. sandra parker md,40,india,health,gold,3762101.0,yes,1.0,asthma,54550.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
ryan brooks,36,india,health,gold,3764571.0,yes,2.0,"hypertension, thyroid",52703.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
melissa long,20,india,health,gold,4289793.0,no,1.0,hypertension,55767.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
beverly mathews,30,india,health,gold,4619630.0,yes,4.0,"thyroid, hypertension, heart condition, asthma",64674.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
wayne morrison,23,india,health,gold,3802798.0,no,0.0,nan,38027.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
sarah horne,59,india,health,gold,4067554.0,no,3.0,"hypertension, heart condition, diabetes",61013.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
james stewart,44,india,health,gold,4391455.0,no,3.0,"asthma, thyroid, heart condition",63676.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
dennis becker,18,india,health,gold,4391474.0,yes,3.0,"thyroid, asthma, heart condition",61480.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
john thompson,34,india,health,gold,4310724.0,yes,1.0,hypertension,58194.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kimberly bauer,42,india,health,gold,4994030.0,no,4.0,"thyroid, hypertension, asthma, heart condition",72413.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
donald rios,20,india,health,gold,4719628.0,yes,2.0,"heart condition, diabetes",66074.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
anne mendez,39,india,health,gold,4081131.0,yes,0.0,nan,42851.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
deanna smith,53,india,health,gold,3951562.0,yes,3.0,"heart condition, diabetes, thyroid",61249.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jessica bernard,49,india,health,gold,4900284.0,no,3.0,"diabetes, thyroid, asthma",71054.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
heather martinez,36,india,health,gold,4261193.0,no,0.0,nan,42611.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
michael turner,50,india,health,gold,3662466.0,no,3.0,"thyroid, hypertension, asthma",53105.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
joshua savage,22,india,health,gold,3691527.0,yes,3.0,"asthma, thyroid, heart condition",51681.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
brandi mcbride,33,india,health,gold,4507078.0,no,1.0,heart condition,58592.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kathryn collins,58,india,health,gold,3883481.0,yes,1.0,diabetes,58252.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jillian haney,34,india,health,gold,4963526.0,yes,1.0,hypertension,67007.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
sheryl hansen dvm,54,india,health,gold,4430066.0,yes,0.0,nan,53160.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
eric gilbert,22,india,health,gold,4167086.0,no,4.0,"asthma, diabetes, thyroid, heart condition",56255.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
brooke smith,40,india,health,gold,4640004.0,yes,2.0,"asthma, hypertension",69600.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
karen chapman,31,india,health,gold,4840131.0,no,2.0,"asthma, heart condition",65341.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
christian gates,27,india,health,gold,3564768.0,yes,2.0,"asthma, diabetes",49906.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
juan webster,47,india,health,gold,3914746.0,yes,0.0,nan,45019.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
alan jordan,58,india,health,gold,4945997.0,no,1.0,heart condition,71716.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
joshua macias,50,india,health,gold,4483942.0,no,3.0,"heart condition, hypertension, asthma",65017.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
michael bridges,31,india,health,gold,4904373.0,yes,3.0,"hypertension, thyroid, heart condition",68661.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
troy williams,36,india,health,gold,4472230.0,yes,4.0,"hypertension, asthma, thyroid, diabetes",62611.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
casey white,26,india,health,gold,4614620.0,no,0.0,nan,46146.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
tracey davis,50,india,health,gold,4622511.0,yes,0.0,nan,53158.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
joshua campbell,22,india,health,gold,3622820.0,no,0.0,nan,36228.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
ryan daniels,30,india,health,gold,3814724.0,no,4.0,"thyroid, heart condition, diabetes, asthma",51498.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
lauren ellis,53,india,health,gold,4643553.0,no,2.0,"hypertension, diabetes",69653.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jay martin dvm,20,india,health,gold,3541664.0,yes,0.0,nan,37187.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
ashley ponce,39,india,health,gold,3699939.0,no,4.0,"hypertension, heart condition, diabetes, thyroid",49949.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
dana rodriguez,55,india,health,gold,4462595.0,no,0.0,nan,51319.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
scott snyder,57,india,health,gold,3555847.0,yes,4.0,"hypertension, diabetes, asthma, thyroid",55115.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
jonathan nguyen,52,india,health,gold,4352648.0,yes,4.0,"asthma, thyroid, hypertension, heart condition",67466.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
sandy luna,44,india,health,gold,3937905.0,yes,1.0,hypertension,57099.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
catherine barton,59,india,health,gold,3751746.0,yes,3.0,"hypertension, asthma, diabetes",58152.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
brittany long,53,india,health,gold,3635113.0,no,2.0,"diabetes, heart condition",54526.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
gerald benson,43,india,health,gold,4830720.0,no,0.0,nan,53137.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
dr. jeanette hudson,26,india,health,gold,4816579.0,no,1.0,heart condition,62615.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
tammy soto,46,india,health,gold,4587320.0,yes,2.0,"heart condition, thyroid",68809.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
lindsay thomas,37,india,health,gold,4008211.0,no,4.0,"hypertension, heart condition, thyroid, diabetes",54110.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
dakota rice,19,india,health,gold,3692568.0,yes,1.0,thyroid,49849.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
stephen duncan,48,india,health,gold,4923564.0,yes,3.0,"hypertension, asthma, heart condition",73853.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
timothy moyer,56,india,health,gold,3515670.0,yes,1.0,heart condition,52735.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
travis liu,45,india,health,gold,4740051.0,yes,1.0,hypertension,68730.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
michelle smith,21,india,health,gold,4687327.0,yes,3.0,"diabetes, heart condition, thyroid",65622.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
amanda reese,18,india,health,gold,3611957.0,yes,4.0,"heart condition, thyroid, asthma, diabetes",50567.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
lindsay peterson,34,india,health,gold,3675502.0,yes,2.0,"thyroid, asthma",51457.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
laura cook,54,india,health,gold,3627848.0,no,2.0,"heart condition, thyroid",54417.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
alvin stephenson,56,india,health,gold,3802871.0,yes,0.0,nan,45634.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
luis shepherd,21,india,health,gold,4782598.0,yes,1.0,thyroid,64565.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kelly brown,47,india,health,gold,4360918.0,no,0.0,nan,47970.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
christopher oconnor,44,india,health,gold,3642762.0,yes,2.0,"thyroid, diabetes",54641.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
casey johnson,35,india,health,gold,4706921.0,yes,1.0,diabetes,63543.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
john powell,29,india,health,gold,4839730.0,yes,2.0,"diabetes, heart condition",67756.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
drew swanson,22,india,health,gold,4745088.0,no,1.0,diabetes,61686.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
mary lopez dds,40,india,health,gold,3914467.0,yes,4.0,"diabetes, heart condition, thyroid, asthma",58717.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
matthew martin,55,india,health,gold,3846889.0,no,2.0,"heart condition, thyroid",57703.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
nicholas ewing,57,india,health,gold,4422289.0,yes,1.0,diabetes,66334.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
william keith,56,india,health,gold,3980000.0,yes,4.0,"diabetes, thyroid, asthma, hypertension",61690.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
alexandra pierce,40,india,health,gold,4753452.0,yes,3.0,"hypertension, asthma, heart condition",71301.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
anthony bass,56,india,health,gold,3878201.0,no,1.0,thyroid,56233.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
joshua stewart,22,india,health,gold,3991761.0,no,3.0,"diabetes, asthma, hypertension",53888.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
anthony adams,48,india,health,gold,3936869.0,no,0.0,nan,43305.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
deborah ellis,49,india,health,gold,4612689.0,yes,3.0,"thyroid, diabetes, heart condition",69190.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
amy tran,21,india,health,gold,4036641.0,yes,3.0,"diabetes, heart condition, asthma",56512.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
vicki lane,37,india,health,gold,4270631.0,yes,0.0,nan,44841.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
caroline walters,19,india,health,gold,4833515.0,yes,2.0,"heart condition, diabetes",67669.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kathleen gray,50,india,health,gold,4618869.0,yes,0.0,nan,53116.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
ronald taylor,28,india,health,gold,4157158.0,no,0.0,nan,41571.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
andrew white,53,india,health,gold,4816712.0,yes,0.0,nan,57800.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
david morales,60,india,health,gold,4793345.0,no,1.0,heart condition,69503.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
travis koch,58,india,health,gold,3985316.0,no,1.0,thyroid,57787.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
rebecca madden,22,india,health,gold,4000493.0,yes,2.0,"asthma, heart condition",56006.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
russell white,49,india,health,gold,4980499.0,yes,2.0,"heart condition, diabetes",74707.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kenneth robinson,41,india,health,gold,4554867.0,no,4.0,"thyroid, diabetes, heart condition, asthma",66045.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
amy pittman,37,india,health,gold,3632048.0,yes,3.0,"heart condition, thyroid, hypertension",50848.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
david munoz,57,india,health,gold,3657974.0,yes,2.0,"hypertension, diabetes",56698.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
madison miller,31,india,health,gold,4543154.0,no,4.0,"thyroid, hypertension, asthma, diabetes",61332.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
william rich,32,india,health,gold,4672766.0,yes,2.0,"heart condition, thyroid",65418.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
angela mcdonald,44,india,health,gold,3742087.0,yes,2.0,"asthma, diabetes",56131.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
alexander allen phd,48,india,health,gold,4770748.0,yes,4.0,"diabetes, heart condition, thyroid, hypertension",71561.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
christopher hill,36,india,health,gold,4219274.0,yes,4.0,"thyroid, heart condition, hypertension, diabetes",59069.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
rebecca banks,18,india,health,gold,4280368.0,no,3.0,"hypertension, asthma, diabetes",57784.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
kirk williams,54,india,health,gold,4190381.0,no,0.0,nan,48189.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
lisa hansen,53,india,health,gold,4080281.0,no,3.0,"hypertension, thyroid, asthma",61204.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
dustin fleming,60,india,health,gold,3502578.0,yes,3.0,"heart condition, diabetes, asthma",54289.0,,,nan,,,nan,,nan,,nan,nan,nan,nan,nan,
